job_id,job_title,company_name,required_skills,location,salary,job_type,experience_level,remote,job_description,requirements
KG-100505,Cybersecurity Specialist,Accenture,"Docker, Git","Tokyo, Japan",656.4 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Docker, Git. DataMinds KG offers a Full-time position located in Jalal-Abad.","Docker, Git"
KG-100244,Full Stack Developer,Accenture,"AWS, Linux, Git, Project Management, Marketing","Amsterdam, Netherlands",283.89 USD/month,Full-time,Mid-level,Yes,"This role requires strong skills in AWS, Linux, Git, Project Management, Marketing. KyrgyzTrade offers a Full-time position located in Naryn.","AWS, Linux, Git, Project Management, Marketing"
KG-100563,Cybersecurity Specialist,SAP,"Teaching, Accounting, Pandas, Python, JavaScript","Tokyo, Japan",413.96 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Teaching, Accounting, Pandas, Python, JavaScript. Talas Agro offers a Full-time position located in Kara-Balta.","Teaching, Accounting, Pandas, Python, JavaScript"
KG-100190,QA Engineer,Intel,"Pandas, Construction","Amsterdam, Netherlands",218.24 USD/month,Full-time,,No,"This role requires strong skills in Pandas, Construction. Naryn Energy offers a Full-time position located in Tokmok.","Pandas, Construction"
KG-100476,AI Engineer,SAP,"Flask, Java, Communication","Amsterdam, Netherlands",,Part-time,Junior,No,"This role requires strong skills in Flask, Java, Communication. BishTech offers a Part-time position located in Bishkek.","Flask, Java, Communication"
KG-100511,Software Engineer,SAP,"NumPy, Git, Tableau","Amsterdam, Netherlands",235.57 USD/month,Full-time,Mid-level,No,"This role requires strong skills in NumPy, Git, Tableau. Alatoo Bank offers a Full-time position located in Karakol.","NumPy, Git, Tableau"
KG-100059,IT Support Specialist,Accenture,"Customer Service, Teaching, Flask, Project Management, Azure","Tokyo, Japan",532.72 USD/month,Full-time,Senior,No,"This role requires strong skills in Customer Service, Teaching, Flask, Project Management, Azure. HR Solutions KG offers a Full-time position located in Kara-Balta.","Customer Service, Teaching, Flask, Project Management, Azure"
KG-100475,Network Administrator,Intel,"Construction, AWS, Teaching, Communication","London, UK",190.0 USD/month,Full-time,Junior,No,"This role requires strong skills in Construction, AWS, Teaching, Communication. HR Solutions KG offers a Full-time position located in Karakol.","Construction, AWS, Teaching, Communication"
KG-100561,Backend Developer,Siemens,"Kubernetes, Docker","Berlin, Germany",,Full-time,,No,"This role requires strong skills in Kubernetes, Docker. Alatoo Bank offers a Full-time position located in Bishkek.","Kubernetes, Docker"
KG-100253,Systems Engineer,Cisco,"JavaScript, Teaching, Tableau","New York, USA",122.52 USD/month,Full-time,Junior,No,"This role requires strong skills in JavaScript, Teaching, Tableau. ITBridge offers a Full-time position located in Jalal-Abad.","JavaScript, Teaching, Tableau"
KG-100022,Product Manager (Tech),Microsoft,"Git, Azure, C#, Construction","London, UK",96.55 USD/month,Full-time,Junior,No,"This role requires strong skills in Git, Azure, C#, Construction. BishTech offers a Full-time position located in Kara-Balta.","Git, Azure, C#, Construction"
KG-100314,Data Analyst,Amazon,"Customer Service, React, AWS","Berlin, Germany",157.63 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Customer Service, React, AWS. HR Solutions KG offers a Full-time position located in Jalal-Abad.","Customer Service, React, AWS"
KG-100460,Data Analyst,Sony,"Django, Project Management, Excel, Teaching","Tokyo, Japan",175.35 USD/month,Full-time,,No,"This role requires strong skills in Django, Project Management, Excel, Teaching. Alatoo Bank offers a Full-time position located in Talas.","Django, Project Management, Excel, Teaching"
KG-100161,Machine Learning Engineer,Oracle,"Customer Service, Pandas, Docker, Excel","Sydney, Australia",122.06 USD/month,Full-time,Junior,No,"This role requires strong skills in Customer Service, Pandas, Docker, Excel. GreenBuild offers a Full-time position located in Kara-Balta.","Customer Service, Pandas, Docker, Excel"
KG-100277,DevOps Engineer,Google,"JavaScript, Azure, C#, Linux","Amsterdam, Netherlands",180.1 USD/month,Internship,Mid-level,No,"This role requires strong skills in JavaScript, Azure, C#, Linux. AitikSoft offers a Internship position located in Bishkek.","JavaScript, Azure, C#, Linux"
KG-100192,AI Engineer,Siemens,"Pandas, AWS, React, Docker, Communication","Berlin, Germany",,Internship,Mid-level,Yes,"This role requires strong skills in Pandas, AWS, React, Docker, Communication. Batken Transport offers a Internship position located in Bishkek.","Pandas, AWS, React, Docker, Communication"
KG-100386,Systems Engineer,Cisco,"Power BI, Accounting, Customer Service, Teaching, NumPy","Dubai, UAE",2149.19 USD/month,Part-time,Mid-level,Yes,"This role requires strong skills in Power BI, Accounting, Customer Service, Teaching, NumPy. DataMinds KG offers a Part-time position located in Batken.","Power BI, Accounting, Customer Service, Teaching, NumPy"
KG-100414,Data Analyst,Oracle,"Kubernetes, Azure","Dubai, UAE",4826.11 USD/month,Full-time,Senior,Yes,"This role requires strong skills in Kubernetes, Azure. EduFuture offers a Full-time position located in Tokmok.","Kubernetes, Azure"
KG-100492,Automation Tester,Apple,"NumPy, Azure, Pandas, Customer Service","Berlin, Germany",,Part-time,Mid-level,No,"This role requires strong skills in NumPy, Azure, Pandas, Customer Service. SilkRoad Foods offers a Part-time position located in Kara-Balta.","NumPy, Azure, Pandas, Customer Service"
KG-100344,Product Manager (Tech),Apple,"Sales, React, Django","London, UK",80.51 USD/month,Full-time,Junior,No,"This role requires strong skills in Sales, React, Django. Sunrise Marketing offers a Full-time position located in Kant.","Sales, React, Django"
KG-100309,QA Engineer,SAP,"Django, Customer Service, Pandas","Dubai, UAE",,Internship,Junior,No,"This role requires strong skills in Django, Customer Service, Pandas. Talas Agro offers a Internship position located in Kant.","Django, Customer Service, Pandas"
KG-100131,Cloud Engineer,Microsoft,"AWS, Sales, Pandas","New York, USA",375.61 USD/month,Full-time,Mid-level,No,"This role requires strong skills in AWS, Sales, Pandas. CloudKyrgyz offers a Full-time position located in Jalal-Abad.","AWS, Sales, Pandas"
KG-100100,Cloud Engineer,Meta,"C#, React, Accounting","London, UK",468.58 USD/month,Part-time,Mid-level,No,"This role requires strong skills in C#, React, Accounting. Central Hospital offers a Part-time position located in Osh.","C#, React, Accounting"
KG-100373,Mobile App Developer,Accenture,"Teaching, AWS, Linux","Paris, France",221.3 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Teaching, AWS, Linux. GlobalDev KG offers a Full-time position located in Kant.","Teaching, AWS, Linux"
KG-100088,Automation Tester,Microsoft,"NumPy, Accounting, Excel","London, UK",366.99 USD/month,Full-time,Senior,No,"This role requires strong skills in NumPy, Accounting, Excel. BishTech offers a Full-time position located in Kara-Balta.","NumPy, Accounting, Excel"
KG-100459,Software Engineer,Meta,"Linux, Java, Project Management, Construction, Marketing","New York, USA",392.93 USD/month,Full-time,Junior,No,"This role requires strong skills in Linux, Java, Project Management, Construction, Marketing. Batken Transport offers a Full-time position located in Jalal-Abad.","Linux, Java, Project Management, Construction, Marketing"
KG-100331,Automation Tester,SAP,"NumPy, Azure","Sydney, Australia",508.42 USD/month,Part-time,Mid-level,No,"This role requires strong skills in NumPy, Azure. GlobalDev KG offers a Part-time position located in Kara-Balta.","NumPy, Azure"
KG-100215,Machine Learning Engineer,IBM,"C#, Kubernetes, Marketing","Paris, France",,Full-time,Mid-level,No,"This role requires strong skills in C#, Kubernetes, Marketing. Alatoo Bank offers a Full-time position located in Karakol.","C#, Kubernetes, Marketing"
KG-100467,Network Administrator,Accenture,"Communication, Flask, Accounting, Kubernetes","Amsterdam, Netherlands",3348.43 USD/month,Full-time,Senior,No,"This role requires strong skills in Communication, Flask, Accounting, Kubernetes. GlobalDev KG offers a Full-time position located in Osh.","Communication, Flask, Accounting, Kubernetes"
KG-100122,Systems Engineer,Cisco,"Accounting, Customer Service, C#",Singapore,323.97 USD/month,Full-time,Mid-level,Yes,"This role requires strong skills in Accounting, Customer Service, C#. Batken Transport offers a Full-time position located in Jalal-Abad.","Accounting, Customer Service, C#"
KG-100021,Mobile App Developer,Amazon,"Flask, React, Teaching, Kubernetes","London, UK",,Full-time,,Yes,"This role requires strong skills in Flask, React, Teaching, Kubernetes. DataMinds KG offers a Full-time position located in Kant.","Flask, React, Teaching, Kubernetes"
KG-100072,Product Manager (Tech),IBM,"NumPy, Azure, Power BI","Toronto, Canada",166.1 USD/month,Full-time,Junior,No,"This role requires strong skills in NumPy, Azure, Power BI. CloudKyrgyz offers a Full-time position located in Karakol.","NumPy, Azure, Power BI"
KG-100107,Full Stack Developer,Google,"Linux, C#, Python","Amsterdam, Netherlands",,Full-time,Mid-level,No,"This role requires strong skills in Linux, C#, Python. SilkRoad Foods offers a Full-time position located in Jalal-Abad.","Linux, C#, Python"
KG-100271,Full Stack Developer,Deloitte,"Java, Azure, Python, Kubernetes, NumPy","Berlin, Germany",198.42 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Java, Azure, Python, Kubernetes, NumPy. Central Hospital offers a Full-time position located in Tokmok.","Java, Azure, Python, Kubernetes, NumPy"
KG-100436,QA Engineer,Sony,"Docker, Kubernetes, Construction, Marketing",Singapore,977.01 USD/month,Part-time,Senior,No,"This role requires strong skills in Docker, Kubernetes, Construction, Marketing. Nomad Retail offers a Part-time position located in Jalal-Abad.","Docker, Kubernetes, Construction, Marketing"
KG-100103,Product Manager (Tech),Intel,"Java, Django, Sales, Power BI",Singapore,364.79 USD/month,Full-time,Senior,No,"This role requires strong skills in Java, Django, Sales, Power BI. Central Hospital offers a Full-time position located in Talas.","Java, Django, Sales, Power BI"
